id_deputado,nome,partido,uf,uri
220677,Keniston Braga,MDB,PA,https://dadosabertos.camara.leg.br/api/v2/deputados/220677
162067,Kiko Celeguim,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/162067
204536,Kim Kataguiri,UNIÃO,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204536
98057,Lafayette de Andrada,REPUBLICANOS,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/98057
74856,Laura Carneiro,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/74856
141480,Lázaro Botelho,PP,TO,https://dadosabertos.camara.leg.br/api/v2/deputados/141480
178832,Leandre,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/178832
220600,Lebrão,UNIÃO,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220600
220566,Lêda Borges,PSDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220566
231911,Lenir de Assis,PT,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/231911
80815,Leo Prates,PDT,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/80815
122195,Leonardo Gadelha,PSC,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/122195
74156,Leonardo Monteiro,PT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/74156
74299,Leônidas Cristino,PDT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/74299
92102,Leur Lomanto Júnior,UNIÃO,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/92102
139285,Lídice da Mata,PSB,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/139285
74585,Lincoln Portela,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/74585
74858,Lindbergh Farias,PT,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/74858
171139,Loreny,SOLIDARIEDADE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/171139
234253,Lucas Abrahao,REDE,AP,https://dadosabertos.camara.leg.br/api/v2/deputados/234253
220662,Lucas Ramos,PSB,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220662
204404,Lucas Redecker,PSDB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/204404
138286,Luciano Alves,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/138286
220581,Luciano Amaral,PV,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/220581
103758,Luciano Azevedo,PSD,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/103758
74478,Luciano Bivar,UNIÃO,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/74478
178931,Luciano Ducci,PSB,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/178931
227323,Luciano Galego,PL,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/227323
220616,Luciano Vieira,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220616
178954,Lucio Mosquini,MDB,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/178954
229082,Lucyana Genésio,PDT,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/229082
222429,Luis Carlos Gomes,REPUBLICANOS,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/222429
160510,Luis Tibé,AVANTE,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/160510
204410,Luisa Canziani,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/204410
204448,Luiz Antonio Corrêa,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204448
141485,Luiz Carlos Busato,UNIÃO,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/141485
73778,Luiz Carlos Hauly,PODE,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/73778
204485,Luiz Carlos Motta,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204485
74041,Luiz Couto,PT,PB,https://dadosabertos.camara.leg.br/api/v2/deputados/74041
141487,Luiz Fernando Faria,PSD,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/141487
229432,Luiz Fernando Vampiro,MDB,SC,https://dadosabertos.camara.leg.br/api/v2/deputados/229432
220658,Luiz Gastão,PSD,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220658
204455,Luiz Lima,PL,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204455
220636,Luiz Marinho,PT,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220636
162332,Luiz Nishimori,PSD,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/162332
204526,Luiz Philippe de Orleans e Bragança,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204526
74784,Luiza Erundina,PSOL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/74784
178866,Luizianne Lins,PT,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/178866
220669,Lula da Fonte,PP,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220669
166402,Magda Mofatto,PL,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/166402
220648,Marangoni,UNIÃO,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220648
156190,Marcel van Hattem,NOVO,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/156190
179000,Marcelo Álvaro Antônio,PL,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/179000
204433,Marcelo Calero,PSD,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/204433
220599,Marcelo Crivella,REPUBLICANOS,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220599
220634,Marcelo Lima,SOLIDARIEDADE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220634
133810,Marcelo Moraes,PL,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/133810
204558,Marcelo Nilo,REPUBLICANOS,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/204558
160161,Marcelo Queiroz,PP,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/160161
178983,Marcio Alvino,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/178983
179001,Márcio Biolchi,MDB,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/179001
226410,Márcio Correa,MDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/226410
220687,Márcio Honaiser,PDT,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/220687
81055,Márcio Jerry,PCdoB,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/81055
150418,Márcio Marinho,REPUBLICANOS,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/150418
204522,Marco Bertaiolli,PSD,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204522
219585,Marco Brasil,PP,PR,https://dadosabertos.camara.leg.br/api/v2/deputados/219585
160535,Marcon,PT,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/160535
204431,Marcos Aurélio Sampaio,PSD,PI,https://dadosabertos.camara.leg.br/api/v2/deputados/204431
204506,Marcos Pereira,REPUBLICANOS,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204506
220547,Marcos Pollon,PL,MS,https://dadosabertos.camara.leg.br/api/v2/deputados/220547
178943,Marcos Soares,UNIÃO,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/178943
220604,Marcos Tavares,PDT,RJ,https://dadosabertos.camara.leg.br/api/v2/deputados/220604
220668,Maria Arraes,SOLIDARIEDADE,PE,https://dadosabertos.camara.leg.br/api/v2/deputados/220668
74398,Maria do Rosário,PT,RS,https://dadosabertos.camara.leg.br/api/v2/deputados/74398
204540,Maria Rosas,REPUBLICANOS,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/204540
227275,Mariana Carvalho,PSC,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/227275
220637,Marina Silva,REDE,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220637
220655,Mario Frias,PL,SP,https://dadosabertos.camara.leg.br/api/v2/deputados/220655
74158,Mário Heringer,PDT,MG,https://dadosabertos.camara.leg.br/api/v2/deputados/74158
178858,Mário Negromonte Jr.,PP,BA,https://dadosabertos.camara.leg.br/api/v2/deputados/178858
204566,Marreca Filho,PATRIOTA,MA,https://dadosabertos.camara.leg.br/api/v2/deputados/204566
220572,Marussa Boldrin,MDB,GO,https://dadosabertos.camara.leg.br/api/v2/deputados/220572
178843,Marx Beltrão,PP,AL,https://dadosabertos.camara.leg.br/api/v2/deputados/178843
220661,Matheus Noronha,PL,CE,https://dadosabertos.camara.leg.br/api/v2/deputados/220661
220609,Maurício Carvalho,UNIÃO,RO,https://dadosabertos.camara.leg.br/api/v2/deputados/220609
